Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	RD139_Narrow_UPS1_0_1fmol_inj3.mzML	RD139_Narrow_UPS1_0_1fmol_inj1.mzML	RD139_Narrow_UPS1_0_1fmol_inj2.mzML	RD139_Narrow_UPS1_0_25fmol_inj3.mzML	RD139_Narrow_UPS1_0_25fmol_inj1.mzML	RD139_Narrow_UPS1_0_25fmol_inj2.mzML
P18392	P18392	RSTB_ECOLI	rstB	Sensor protein RstB	247369	315807	282452	198624	286247	266198
P18775	P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	995395	1.03103e+06	990477	1.00902e+06	925402	935148
P18776	P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	143932	269075	269958	222977	335424	279411
P18843	P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	6.79258e+06	5.97552e+06	6.34213e+06	7.01283e+06	6.6709e+06	6.71322e+06
P19624	P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	245925	229840	248082	282716	297223	238705
P19926	P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	531970	671798	618754	492799	656140	626475
P19932	P19932	HYAF_ECOLI	hyaF	Hydrogenase-1 operon protein HyaF	568167	519097	564528	439894	668573	584598
P19934	P19934	TOLA_ECOLI	tolA	Protein TolA	771604	720415	895227	788887	886478	774926
P20083	P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	836036	714280	779740	801344	688248	716859
P20099	P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	321350	332919	329453	321397	374643	409191
P20966	P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	3.09651e+06	2.79845e+06	3.01505e+06	3.14174e+06	3.03738e+06	3.10532e+06
P21156	P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	1.28368e+06	1.38828e+06	1.12216e+06	1.31869e+06	1.44955e+06	1.20698e+06
P21165	P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	4.18406e+06	3.97663e+06	4.07368e+06	4.39436e+06	4.3134e+06	4.46508e+06
P21170	P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	7.9725e+06	6.79811e+06	7.5885e+06	8.22504e+06	6.98408e+06	8.00148e+06
P21179	P21179	CATE_ECOLI	katE	Catalase HPII	302292	269784	332854	333076	356091	397555
P21338	P21338	RNI_ECOLI	rna	Ribonuclease I	1.70262e+06	1.47346e+06	1.77605e+06	1.5591e+06	1.90173e+06	1.70912e+06
P21367	P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	804056	1.05594e+06	1.04302e+06	711206	847062	875993
P21420	P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	1.22548e+06	945216	1.23398e+06	1.41879e+06	1.2725e+06	1.28385e+06
P21499	P21499	RNR_ECOLI	rnr	Ribonuclease R	3.63792e+06	4.00276e+06	3.93515e+06	3.83506e+06	4.13831e+06	4.05781e+06
P21507	P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	3.40041e+06	3.14827e+06	3.28136e+06	3.38372e+06	3.41215e+06	3.28766e+06
P21513	P21513	RNE_ECOLI	rne	Ribonuclease E	6.56626e+06	6.10027e+06	6.38056e+06	6.17607e+06	6.04696e+06	6.07281e+06
P21599	P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	1.82648e+07	1.77364e+07	1.8914e+07	1.81608e+07	1.8018e+07	1.83379e+07
P21645	P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	511485	492381	559754	571801	539720	673571
P21829	P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	507849	410553	411154	569146	514866	457691
P21888	P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	5.317e+06	4.65017e+06	5.41574e+06	6.66726e+06	6.42028e+06	6.55217e+06
P21889	P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	8.31756e+06	7.7488e+06	8.37107e+06	8.17445e+06	8.1918e+06	8.28481e+06
P22106	P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	1.46503e+06	1.17549e+06	1.54627e+06	1.50757e+06	1.38862e+06	1.28764e+06
P22188	P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	1.89111e+06	1.88777e+06	2.02851e+06	1.76508e+06	2.17281e+06	2.15685e+06
P22255	P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	629697	737272	676071	741925	682256	697943
P22256	P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	240166	204253	300102	263576	205953	196472
P22259	P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	8.75818e+06	9.0653e+06	8.84238e+06	8.93363e+06	8.80512e+06	9.02716e+06
P22333	P22333	ADD_ECOLI	add	Adenosine deaminase	1.30371e+07	1.28024e+07	1.27936e+07	1.23369e+07	1.25514e+07	1.2871e+07
P22523	P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	2.13638e+06	1.92255e+06	2.02505e+06	2.3627e+06	2.44514e+06	2.406e+06
P22524	P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	7.87861e+06	6.54863e+06	7.20361e+06	7.50477e+06	7.00831e+06	6.4869e+06
P22525	P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	1.07953e+06	1.07395e+06	958517	1.12465e+06	1.01438e+06	1.07765e+06
P23305	P23305	YIGA_ECOLI	yigA	Uncharacterized protein YigA	747147	855164	903642	943599	856700	948880
P23331	P23331	KITH_ECOLI	tdk	Thymidine kinase	2.80492e+06	1.78816e+06	2.3545e+06	2.49418e+06	2.24271e+06	2.50204e+06
P23367	P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	258456	417258	404447	387875	426044	417084
P23538	P23538	PPSA_ECOLI	ppsA	Phosphoenolpyruvate synthase	4.42914e+06	4.79564e+06	4.48993e+06	4.63717e+06	4.62246e+06	4.60363e+06
P23721	P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	9.14131e+06	9.37547e+06	8.52891e+06	1.02702e+07	1.0205e+07	9.81792e+06
P23827	P23827	ECOT_ECOLI	eco	Ecotin	4.10252e+06	4.42012e+06	4.1113e+06	3.84931e+06	4.57489e+06	4.5804e+06
P23830	P23830	PSS_ECOLI	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	992863	976969	1.08017e+06	1.03426e+06	1.00638e+06	1.01476e+06
P23836	P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	1.52825e+06	1.57862e+06	1.70322e+06	2.01784e+06	1.76892e+06	1.8066e+06
P23837	P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	236964	534974	380588	333179	368436	402337
P23839	P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	2.78636e+06	2.50363e+06	2.64508e+06	2.62182e+06	2.67587e+06	2.88506e+06
P23843	P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	4.63948e+06	4.43704e+06	4.73513e+06	4.7925e+06	4.7379e+06	4.88838e+06
P23845	P23845	CYSN_ECOLI	cysN	Sulfate adenylyltransferase subunit 1	2.91775e+06	3.25511e+06	2.8235e+06	2.91962e+06	2.91435e+06	2.93799e+06
P23865	P23865	PRC_ECOLI	prc	Tail-specific protease	1.53812e+06	1.52405e+06	1.47826e+06	1.43311e+06	1.52701e+06	1.41188e+06
P23869	P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	3.31044e+06	3.03559e+06	3.33843e+06	4.38112e+06	4.47989e+06	4.26551e+06
P23871	P23871	HEMH_ECOLI	hemH	Ferrochelatase	2.1488e+06	1.76368e+06	1.63713e+06	1.984e+06	1.48892e+06	1.65329e+06
P23882	P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	412664	584411	538722	462612	483807	379058
P23890	P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	624460	765491	502703	662854	639205	561946
P23893	P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	1.29666e+06	1.5545e+06	1.82303e+06	1.40334e+06	1.57225e+06	1.56039e+06
P23908	P23908	ARGE_ECOLI	argE	Acetylornithine deacetylase	1.38083e+06	1.686e+06	1.58546e+06	1.44009e+06	1.50348e+06	1.47309e+06
P23909	P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	2.05977e+06	2.15787e+06	1.97492e+06	2.11938e+06	2.07751e+06	2.138e+06
P23917	P23917	MAK_ECOLI	mak	Fructokinase	596910	768791	850912	677926	794484	637367
P24169	P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	1.4134e+06	1.51523e+06	1.44177e+06	1.36686e+06	1.38311e+06	1.44491e+06
P24171	P24171	DCP_ECOLI	dcp	Peptidyl-dipeptidase dcp	1.26822e+06	1.1178e+06	1.17771e+06	1.14277e+06	1.11068e+06	1.18449e+06
P24182	P24182	ACCC_ECOLI	accC	Biotin carboxylase	1.13016e+07	1.14402e+07	1.16929e+07	1.29053e+07	1.29442e+07	1.28138e+07
P24183	P24183	FDNG_ECOLI	fdnG	Formate dehydrogenase, nitrate-inducible, major subunit	1.52954e+06	1.50916e+06	1.48646e+06	1.46919e+06	1.55021e+06	1.52799e+06
P24186	P24186	FOLD_ECOLI	folD	Bifunctional protein FolD	2.58502e+06	2.44024e+06	2.60336e+06	2.39856e+06	2.71037e+06	2.69014e+06
P24192	P24192	HYPD_ECOLI	hypD	Hydrogenase isoenzymes formation protein HypD	452895	776724	411661		692383	465145
P24193	P24193	HYPE_ECOLI	hypE	Hydrogenase isoenzymes formation protein HypE	1.22918e+06	948647	1.28002e+06	1.01639e+06	832936	1.46312e+06
P24202	P24202	MRR_ECOLI	mrr	Mrr restriction system protein	764497	929093	977279	928325	871215	923489
P24203	P24203	YJIA_ECOLI	yjiA	Uncharacterized GTP-binding protein YjiA	453994	504660	529063	531226	720564	579482
P24215	P24215	UXUA_ECOLI	uxuA	Mannonate dehydratase	499926	615697	576053	630590	536355	699477
P24216	P24216	FLID_ECOLI	fliD	Flagellar hook-associated protein 2	798080	836365	822620	832710	815287	906700
P24228	P24228	DACB_ECOLI	dacB	D-alanyl-D-alanine carboxypeptidase DacB	249008	247619	180580	143201	213875	185859
P24255	P24255	RP54_ECOLI	rpoN	RNA polymerase sigma-54 factor	514606	472509	512014	608456	559873	532034
P24554	P24554	RADA_ECOLI	radA	DNA repair protein RadA	317804	389015	350502	324756	347678	313178
P25437	P25437	FRMA_ECOLI	frmA	S-(hydroxymethyl)glutathione dehydrogenase	3.96316e+06	3.8539e+06	4.29313e+06	3.5249e+06	3.85053e+06	3.89287e+06
P25516	P25516	ACNA_ECOLI	acnA	Aconitate hydratase A	366069	497774	372487	496898	451550	557708
P25519	P25519	HFLX_ECOLI	hflX	GTPase HflX	1.62089e+06	1.71016e+06	1.60111e+06	1.7105e+06	1.70346e+06	1.62325e+06
P25522	P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	1.45197e+06	1.24148e+06	1.20878e+06	977534	1.2179e+06	1.23278e+06
P25524	P25524	CODA_ECOLI	codA	Cytosine deaminase	2.29568e+06	2.38134e+06	2.30294e+06	2.2205e+06	2.0278e+06	2.19676e+06
P25526	P25526	GABD_ECOLI	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	623517	666885	705176	658822	686850	665220
P25536	P25536	YHDE_ECOLI	yhdE	Maf-like protein YhdE	2.28555e+06	2.68398e+06	2.37088e+06	2.22283e+06	2.302e+06	2.33148e+06
P25539	P25539	RIBD_ECOLI	ribD	Riboflavin biosynthesis protein RibD	3.1811e+06	3.55556e+06	3.54026e+06	3.34656e+06	3.23427e+06	3.61493e+06
P25552	P25552	GPPA_ECOLI	gppA	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	292679	213072	283759	220309	300716	354050
P25714	P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	787081	544214	559291	639117	597605	709916
P25736	P25736	END1_ECOLI	endA	Endonuclease-1	773555	1.01882e+06	828562	874927	875294	785960
P25745	P25745	MNMA_ECOLI	mnmA	tRNA-specific 2-thiouridylase MnmA	5.01149e+06	3.72036e+06	4.33908e+06	4.29518e+06	4.76781e+06	4.79165e+06
P25746	P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	3.49369e+06	3.92231e+06	3.83353e+06	3.32794e+06	3.24606e+06	3.28398e+06
P25888	P25888	RHLE_ECOLI	rhlE	ATP-dependent RNA helicase RhlE	2.1882e+06	2.37335e+06	2.23201e+06	2.20012e+06	2.2722e+06	2.2869e+06
P25906	P25906	YDBC_ECOLI	ydbC	Putative oxidoreductase YdbC	610348	772532	738658	680376	660301	720645
P26365	P26365	AMIB_ECOLI	amiB	N-acetylmuramoyl-L-alanine amidase AmiB	402260	281464	415373	375730	342226	324314
P26602	P26602	UBIC_ECOLI	ubiC	Chorismate pyruvate-lyase	577656	527166	411083	578081	725064	649244
P26612	P26612	AMY2_ECOLI	amyA	Cytoplasmic alpha-amylase	592714	541763	535466	547484	499926	455283
P26616	P26616	MAO1_ECOLI	maeA	NAD-dependent malic enzyme	4.04701e+06	3.51525e+06	3.72205e+06	4.43283e+06	4.20626e+06	4.3223e+06
P26646	P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	5.61314e+06	5.64918e+06	6.2446e+06	6.86547e+06	7.79172e+06	7.81152e+06
P26647	P26647	PLSC_ECOLI	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	550561	429940	534414	272441	499134	548117
P26648	P26648	FTSP_ECOLI	ftsP	Cell division protein FtsP	2.01574e+06	1.89934e+06	2.29631e+06	1.74646e+06	1.72259e+06	1.68373e+06
P26649	P26649	GLGS_ECOLI	glgS	Surface composition regulator	136513	107335	175052		218805	
P27247	P27247	PLSX_ECOLI	plsX	Phosphate acyltransferase	299089	262337	365705	279490	329830	347544
P27248	P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	9.01711e+06	1.02997e+07	8.99253e+06	9.04317e+06	8.69521e+06	8.49868e+06
P27278	P27278	NADR_ECOLI	nadR	Trifunctional NAD biosynthesis/regulator protein NadR	574274	551180	528985	283672	373919	318241
P27298	P27298	OPDA_ECOLI	prlC	Oligopeptidase A	1.24994e+06	1.16807e+06	1.16904e+06	1.29922e+06	1.55259e+06	1.42358e+06
P27302	P27302	TKT1_ECOLI	tktA	Transketolase 1	1.42423e+07	1.4191e+07	1.38658e+07	1.80006e+07	1.95725e+07	1.87972e+07
P27303	P27303	EMRA_ECOLI	emrA	Multidrug export protein EmrA	1.34633e+06	1.26705e+06	1.2798e+06	1.18477e+06	1.23177e+06	1.2337e+06
P27306	P27306	STHA_ECOLI	sthA	Soluble pyridine nucleotide transhydrogenase	764421	604895	783514	735484	751106	821784
P27431	P27431	ROXA_ECOLI	roxA	50S ribosomal protein L16 3-hydroxylase	672539	623901	618080	481920	430083	513556
P27434	P27434	RODZ_ECOLI	rodZ	Cytoskeleton protein RodZ	6.62988e+06	6.72798e+06	6.58031e+06	6.62183e+06	6.45985e+06	6.41416e+06
P27550	P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	165623		285648	252551	272485	149273
P27828	P27828	WECB_ECOLI	wecB	UDP-N-acetylglucosamine 2-epimerase	724119	628063	775115	620934	643752	748506
P27829	P27829	WECC_ECOLI	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	1.32035e+06	1.21386e+06	1.25045e+06	1.43328e+06	1.10992e+06	1.50608e+06
P27830	P27830	RMLB2_ECOLI	rffG	dTDP-glucose 4,6-dehydratase 2	1.6506e+06	1.58473e+06	1.78638e+06	1.60559e+06	1.60103e+06	1.61284e+06
P27833	P27833	WECE_ECOLI	wecE	dTDP-4-amino-4,6-dideoxygalactose transaminase	423056	417633	415179	384968	454182	449041
P27836	P27836	WECG_ECOLI	wecG	UDP-N-acetyl-D-mannosaminuronic acid transferase		143163	203057	229799	195933	159812
P27838	P27838	CYAY_ECOLI	cyaY	Protein CyaY	1.77541e+06	993608	1.07756e+06	1.19593e+06	1.22116e+06	1.13662e+06
P27848	P27848	YIGL_ECOLI	yigL	Pyridoxal phosphate phosphatase YigL	1.01838e+06	711845	683501	618791	661713	698049
P28248	P28248	DCD_ECOLI	dcd	Deoxycytidine triphosphate deaminase	295404	308218	333282	258290	312323	376271
P28249	P28249	ASMA_ECOLI	asmA	Protein AsmA	387951	309731	316554	385935	368727	362536
P28304	P28304	QOR1_ECOLI	qorA	Quinone oxidoreductase 1	1.57182e+06	1.18199e+06	1.65669e+06	1.21616e+06	1.51707e+06	1.33783e+06
P28629	P28629	ADIA_ECOLI	adiA	Biodegradative arginine decarboxylase	333747	197196	384189	465484	414353	375323
P28630	P28630	HOLA_ECOLI	holA	DNA polymerase III subunit delta	196288	175059	228420	224413	161955	216303
P28635	P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	8.12516e+06	7.84488e+06	8.12521e+06	7.76374e+06	7.87796e+06	8.07677e+06
P28903	P28903	NRDD_ECOLI	nrdD	Anaerobic ribonucleoside-triphosphate reductase	1.4797e+06	1.38824e+06	1.41717e+06	1.3393e+06	1.31469e+06	1.26584e+06
P28904	P28904	TREC_ECOLI	treC	Trehalose-6-phosphate hydrolase	787220	797738	656735	975630	850153	851035
P29013	P29013	YCGB_ECOLI	ycgB	Uncharacterized protein YcgB	154505				179372	
P29018	P29018	CYDD_ECOLI	cydD	ATP-binding/permease protein CydD	805112	881521	739284	720898	840792	844094
P29131	P29131	FTSN_ECOLI	ftsN	Cell division protein FtsN	678091	639605	568603	809837	848327	871648
P29208	P29208	MENC_ECOLI	menC	o-succinylbenzoate synthase	524805	500468	474182	513133	401960	609685
P29217	P29217	YCEH_ECOLI	yceH	UPF0502 protein YceH	563480	290252	369226	226230	314585	187078
P29680	P29680	DCUP_ECOLI	hemE	Uroporphyrinogen decarboxylase	2.00603e+06	1.98716e+06	2.15891e+06	2.20291e+06	2.47145e+06	2.39671e+06
P29744	P29744	FLGL_ECOLI	flgL	Flagellar hook-associated protein 3	695910	675207	641762	737090	710608	654067
P29745	P29745	PEPT_ECOLI	pepT	Peptidase T	854147	598008	844712	716396	913472	746788
P30011	P30011	NADC_ECOLI	nadC	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	2.04306e+06	2.19261e+06	2.03184e+06	2.06327e+06	2.14286e+06	1.96807e+06
P30014	P30014	RNT_ECOLI	rnt	Ribonuclease T	889978	835188	939212	808546	851691	826345
P30130	P30130	FIMD_ECOLI	fimD	Outer membrane usher protein FimD	555820	634279	502685	490419	524457	598152
P30131	P30131	HYPF_ECOLI	hypF	Carbamoyltransferase HypF	476896	324893	398342	376583	401286	324849
P30177	P30177	YBIB_ECOLI	ybiB	Uncharacterized protein YbiB	1.18909e+06	1.19324e+06	1.22286e+06	1.30749e+06	1.37616e+06	1.35558e+06
P30178	P30178	YBIC_ECOLI	ybiC	Uncharacterized oxidoreductase YbiC	790171	737537	753452	622855	635790	668022
P30744	P30744	SDHM_ECOLI	sdaB	L-serine dehydratase 2	594142	651456	755446	957016	873805	1.0611e+06
P30749	P30749	MOAE_ECOLI	moaE	Molybdopterin synthase catalytic subunit	1.68226e+06	2.87428e+06	2.23046e+06	2.12974e+06	2.67623e+06	2.01835e+06
P30750	P30750	METN_ECOLI	metN	Methionine import ATP-binding protein MetN	1.52855e+06	1.48329e+06	1.47969e+06	1.32273e+06	1.55545e+06	1.53504e+06
P30850	P30850	RNB_ECOLI	rnb	Exoribonuclease 2	6.0976e+06	5.39953e+06	6.47506e+06	6.5035e+06	6.73373e+06	6.71351e+06
P30855	P30855	EVGS_ECOLI	evgS	Sensor protein EvgS	3.77895e+06	2.41826e+06	3.9619e+06	2.97331e+06	3.04674e+06	3.26929e+06
P30859	P30859	ARTI_ECOLI	artI	Putative ABC transporter arginine-binding protein 2	1.69323e+06	1.55442e+06	1.46459e+06	1.60525e+06	1.63476e+06	1.62141e+06
P30870	P30870	GLNE_ECOLI	glnE	Glutamate-ammonia-ligase adenylyltransferase	125576	240719	103654		96547.5	192090
P30871	P30871	3PASE_ECOLI	ygiF	Inorganic triphosphatase	403490	462151	365611	473222	395462	388129
P30958	P30958	MFD_ECOLI	mfd	Transcription-repair-coupling factor	1.2338e+06	1.4707e+06	1.40603e+06	1.29016e+06	1.34281e+06	1.52459e+06
P31057	P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	3.02961e+06	2.79491e+06	3.46355e+06	2.85589e+06	3.37577e+06	3.29545e+06
P31063	P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	7.04533e+06	7.65816e+06	7.38142e+06	7.03631e+06	7.27128e+06	7.73887e+06
P31068	P31068	FLIH_ECOLI	fliH	Flagellar assembly protein FliH	811443	810720	766706	732882	733493	759675
P31069	P31069	KCH_ECOLI	kch	Voltage-gated potassium channel Kch	849145	841294	912391	884308	935865	862780
P31119	P31119	AAS_ECOLI	aas	Bifunctional protein Aas	598718	669348	608465	587199	400359	670037
P31120	P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	3.21908e+06	3.31996e+06	3.31662e+06	3.37273e+06	3.59055e+06	3.32355e+06
P31133	P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein	323862	436277	392244	211222	475484	376368
P31142	P31142	THTM_ECOLI	sseA	3-mercaptopyruvate sulfurtransferase	4.87853e+06	5.08527e+06	4.95596e+06	4.7155e+06	5.11353e+06	5.399e+06
P31224	P31224	ACRB_ECOLI	acrB	Multidrug efflux pump subunit AcrB	3.17632e+06	3.9287e+06	3.58918e+06	4.56121e+06	4.891e+06	4.88455e+06
P31433	P31433	YICH_ECOLI	yicH	Uncharacterized protein YicH	569778	554310	585098	629023	630577	542429
P31441	P31441	ADEC_ECOLI	ade	Adenine deaminase	97706.4	232756	274540	211040	181614	293795
P31455	P31455	YIDR_ECOLI	yidR	Uncharacterized protein YidR	699303	939488	988970	882762	889296	879228
P31473	P31473	RAVA_ECOLI	ravA	ATPase RavA	872873	1.29604e+06	1.13026e+06	1.07404e+06	1.16127e+06	1.21726e+06
P31475	P31475	YIEP_ECOLI	yieP	Uncharacterized HTH-type transcriptional regulator YieP	915781	1.0145e+06	896732	945058	833256	922461
P31545	P31545	EFEB_ECOLI	efeB	Deferrochelatase/peroxidase EfeB	611636	517363	574944	702239	568035	595197
P31549	P31549	THIP_ECOLI	thiP	Thiamine transport system permease protein ThiP	1.00394e+06	592375		719641	494357	329108
P31550	P31550	THIB_ECOLI	thiB	Thiamine-binding periplasmic protein	249158	229724	251267	265672	252717	244664
P31554	P31554	LPTD_ECOLI	lptD	LPS-assembly protein LptD	3.4653e+06	3.14804e+06	3.17158e+06	3.18461e+06	3.1794e+06	3.25089e+06
P31572	P31572	CAIB_ECOLI	caiB	L-carnitine CoA-transferase	244746	255044	216746		228144	169672
P31658	P31658	HCHA_ECOLI	hchA	Molecular chaperone Hsp31 and glyoxalase 3	1.54564e+06	1.70082e+06	1.6382e+06	1.60095e+06	1.44159e+06	1.59729e+06
P31663	P31663	PANC_ECOLI	panC	Pantothenate synthetase	1.38006e+06	1.11244e+06	949585	844258	927220	882450
P31677	P31677	OTSA_ECOLI	otsA	Alpha,alpha-trehalose-phosphate synthase [UDP-forming]	378448	366064	353628	390559	355607	357213
P31697	P31697	FIMC_ECOLI	fimC	Chaperone protein FimC	1.78507e+06	1.60386e+06	1.7726e+06	1.72722e+06	1.73643e+06	1.71996e+06
P31802	P31802	NARP_ECOLI	narP	Nitrate/nitrite response regulator protein NarP	265900	285029	244870	239718	199164	201494
P31806	P31806	NNR_ECOLI	nnr	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	735450	565247	579398	480183	721252	742521
P31808	P31808	YCIK_ECOLI	yciK	Uncharacterized oxidoreductase YciK	2.76342e+06	2.76601e+06	2.60557e+06	2.53007e+06	2.5578e+06	2.5529e+06
P31825	P31825	TRMN6_ECOLI	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	590567	602460	607256	641157	693783	636230
P31979	P31979	NUOF_ECOLI	nuoF	NADH-quinone oxidoreductase subunit F	1.37867e+07	1.29179e+07	1.41839e+07	1.36133e+07	1.38181e+07	1.40497e+07
P32099	P32099	LPLA_ECOLI	lplA	Lipoate-protein ligase A	417315	271250	235577	272756	296042	218075
P32131	P32131	HEMN_ECOLI	hemN	Oxygen-independent coproporphyrinogen-III oxidase	1.22664e+06	1.22353e+06	1.18938e+06	1.06093e+06	1.05485e+06	1.12569e+06
P32132	P32132	TYPA_ECOLI	typA	GTP-binding protein TypA/BipA	2.69403e+07	2.59414e+07	2.69518e+07	2.6681e+07	2.65126e+07	2.65013e+07
P32144	P32144	YIHW_ECOLI	yihW	Uncharacterized HTH-type transcriptional regulator YihW	254270	195368	220952	268820	286544	202570
P32157	P32157	YIIM_ECOLI	yiiM	Protein YiiM	369862	432826	525992	480122	457480	431198
P32173	P32173	MOBA_ECOLI	mobA	Molybdenum cofactor guanylyltransferase	717366	625847	781610	705593	706748	755297
P32176	P32176	FDOG_ECOLI	fdoG	Formate dehydrogenase-O major subunit	2.08032e+06	2.10517e+06	2.11533e+06	2.00901e+06	2.06906e+06	2.03149e+06
P32177	P32177	FDHD_ECOLI	fdhD	Sulfurtransferase FdhD		120712	111508	152824	133043	129587
P32662	P32662	GPH_ECOLI	gph	Phosphoglycolate phosphatase	2.23997e+06	2.34254e+06	2.4658e+06	1.70203e+06	2.06242e+06	2.18002e+06
P32664	P32664	NUDC_ECOLI	nudC	NADH pyrophosphatase	294457	198957	256949	296247	245302	300534
P32680	P32680	YJAG_ECOLI	yjaG	Uncharacterized protein YjaG	874338	802100	890523	799785	804795	848985
P32681	P32681	YJAH_ECOLI	yjaH	Uncharacterized protein YjaH	126453	148982	153568	144445	162161	146186
P32685	P32685	YJBD_ECOLI	yjbD	Uncharacterized protein YjbD	1.00899e+06	834741	918962	884144	1.00769e+06	941040
P33030	P33030	YEIR_ECOLI	yeiR	Zinc-binding GTPase YeiR		210634	663863	618819	676255	692042
P33136	P33136	OPGG_ECOLI	mdoG	Glucans biosynthesis protein G	9.7513e+06	1.07465e+07	1.05961e+07	1.06675e+07	1.11683e+07	1.12603e+07
P33195	P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase (decarboxylating)	4.74298e+06	4.74905e+06	5.15132e+06	4.67296e+06	5.05902e+06	4.91269e+06
P33218	P33218	YEBE_ECOLI	yebE	Inner membrane protein YebE	1.25235e+06	1.6794e+06	1.49168e+06	1.5003e+06	1.73977e+06	1.46635e+06
P33221	P33221	PURT_ECOLI	purT	Phosphoribosylglycinamide formyltransferase 2	184984	121808	210263	274040	272536	236344
P33235	P33235	FLGK_ECOLI	flgK	Flagellar hook-associated protein 1	886415	854807	822172	811239	770138	741615
P33355	P33355	YEHS_ECOLI	yehS	Uncharacterized protein YehS	569523	456038	394889	400832	391415	370394
P33362	P33362	YEHZ_ECOLI	yehZ	Glycine betaine-binding protein YehZ		168640	286571	352570	211463	319805
P33363	P33363	BGLX_ECOLI	bglX	Periplasmic beta-glucosidase	2.08936e+06	2.20401e+06	2.13095e+06	2.14093e+06	2.14009e+06	2.01405e+06
P33570	P33570	TKT2_ECOLI	tktB	Transketolase 2	821232	840509	843001	811729	890086	900706
